area_id,area_name,spot_name,category,sub_category,best_time_slot,stay_minutes,price_range,budget_level,mood_tags,interest_tags,recommended_for,indoor_outdoor,weather_ok,lat,lng,address,official_url,source_url,short_description,tips,verification_status,last_checked_at,notes
shibuya,渋谷,樽ワイン酒場　吞牛呑気,bar,wine_bar,evening,120,$$,medium,"relaxing,cozy","gourmet,drink","first,second,deepen",indoor,TRUE,35.6572187,139.698853,日本、〒150-0043 東京都渋谷区道玄坂１丁目１０−７ 五島育英会ビル B1F,https://www.dongyunoki-shibuya.com/,https://maps.google.com/?cid=10082414750999735680,渋谷の隠れ家的な樽ワイン酒場で、豊富なワインメニューを楽しめます。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,塚田農場　渋谷宮益坂店,restaurant,Japanese,lunch|evening,60,$$,medium,"casual,cozy",gourmet,first|second|all,indoor,TRUE,35.6599462,139.7028496,日本、〒150-0002 東京都渋谷区渋谷１丁目１４−６ 平野屋ビル 1F,https://shop.ap-holdings.jp/tsukadanojo/detail/101/,https://maps.google.com/?cid=5119927490906922325,新鮮な地元食材を使用した和食を楽しめるレストラン。,予約をするとスムーズに入店できます。,unverified,2025-12-17,
shibuya,渋谷,炭火焼鳥一番鳥,restaurant,yakitori,evening,60,$$,mid,"casual,cozy",gourmet,first|second|deepen|all,indoor,TRUE,35.6580137,139.6993289,日本、〒150-0043 東京都渋谷区道玄坂１丁目５−５ 3F,https://ichiban-dori.owst.jp/,https://maps.google.com/?cid=6651509027287353931,渋谷の中心で楽しむ本格炭火焼鳥。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,しゃぶしゃぶつかだ渋谷スクランブルスクエア店,restaurant,しゃぶしゃぶ,lunch|evening,90,3000-5000,mid,"casual,cozy",gourmet,first|second|all,indoor,TRUE,35.6584466,139.7021636,日本、〒150-0002 東京都渋谷区渋谷２丁目２４−１２ スクランブルスクエア 12F,https://e.japanticket.com/shops/4858?fbclid=PAVERFWAOt8GpleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadba4ajBKfHcgCNGkqU3glLo64WULGBwQB965fOisCCf_BQx4k6iR-l5dZHhQ_aem__5QUlKbh7xC6z8BFDJaLPg,https://maps.google.com/?cid=15396242003903415507,渋谷の中心に位置するしゃぶしゃぶ専門店。新鮮な食材を使用した料理が楽しめる。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,炭火焼鳥　九州つまみ　渋谷ザウルス,restaurant,yakitori,evening,120,$$,mid,"casual,cozy",gourmet,first|second|all,indoor,TRUE,35.6611418,139.6985508,日本、〒150-0042 東京都渋谷区宇田川町１３−８ ちとせ会館 ２F,https://tabelog.com/tokyo/A1303/A130301/13311431/,https://maps.google.com/?cid=2006424713012493633,渋谷の中心で楽しむ本格炭火焼鳥。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,北新地　鳥屋　渋谷道玄坂,restaurant,izakaya,evening,120,$$,medium,"casual, lively",gourmet,first|second|all,indoor,TRUE,35.6571979,139.6989215,日本、〒150-0043 東京都渋谷区道玄坂１丁目１０−７ 五島育英会ビル １Ｆ,,,,,,,
shibuya,渋谷,味坊鉄鍋荘,restaurant,鉄鍋料理,lunch|evening,60,¥¥,mid,"casual,cozy",gourmet,first|second|all,indoor,TRUE,35.706281,139.7709292,日本、〒110-0005 東京都台東区上野１丁目１２−９,https://www.facebook.com/ajibonabe0513/,https://maps.google.com/?cid=4072265960815368810,上野にある鉄鍋料理専門店で、アットホームな雰囲気の中で美味しい料理を楽しめます。,ランチタイムは混雑することがあるので、早めの訪問をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,TOHOシネマズ 渋谷,theater,cinema,anytime,120,2000-3000,medium,"entertainment,relax",movie,first|second|deepen|all,indoor,TRUE,35.6590554,139.6989441,日本、〒150-0043 東京都渋谷区道玄坂２丁目６−１７ 渋東シネタワ,https://hlo.tohotheater.jp/net/schedule/043/TNPI2000J01.do,https://maps.google.com/?cid=7635772108401599333,最新の映画を楽しめるシネマコンプレックス。,事前にチケットをオンラインで購入するとスムーズです。,unverified,2025-12-17,
shibuya,渋谷,ヒューマントラストシネマ渋谷,theater,cinema,afternoon|evening,120,1500-3000,mid,"relaxing,entertaining",movie,first|second|deepen|all,indoor,TRUE,35.662014,139.7025271,日本、〒150-0002 東京都渋谷区渋谷１丁目２３−１６ ココチビル 7・8F,https://ttcg.jp/human_shibuya/,https://maps.google.com/?cid=14973229797695216289,最新の映画を楽しめるシネマ。,事前にチケットをオンラインで購入するとスムーズです。,unverified,2025-12-17,
shibuya,渋谷,渋谷HUMAXシネマ,theater,cinema,afternoon|evening,120,$,low,"relaxing,entertaining",movie,first|second|all,indoor,TRUE,35.661152,139.700193,日本、〒150-0042 東京都渋谷区宇田川町２０−１５,https://www.humax-cinema.co.jp/shibuya/,https://maps.google.com/?cid=11145765342780680980,渋谷にある映画館で、最新の映画を楽しむことができます。,事前にチケットをオンラインで購入するとスムーズです。,unverified,2025-12-17,
shibuya,渋谷,Bunkamura ル・シネマ,theater,cinema,afternoon|evening,120,$,low,"relaxing,entertaining","movie,art",first|second|deepen|all,indoor,TRUE,35.6599755,139.7021112,日本、〒150-0002 東京都渋谷区渋谷１丁目２４−１２ 渋谷Toeiプラザ,http://www.bunkamura.co.jp/cinema/,https://maps.google.com/?cid=17150897918014137636,Bunkamura ル・シネマは、最新の映画を楽しむことができるシネマです。,事前にチケットを購入するとスムーズです。,unverified,2025-12-17,
shibuya,渋谷,シアター・イメージフォーラム,theater,art,evening,120,$$,medium,"artistic,entertaining","movie,art",all,indoor,TRUE,35.6603193,139.7070337,日本、〒150-0002 東京都渋谷区渋谷２丁目１０−２,http://www.imageforum.co.jp/theatre/,https://maps.google.com/?cid=6176885690442626250,独立系映画やアート系の作品を上映するシアター。,事前に上映スケジュールを確認しておくと良い。,unverified,2025-12-17,
shibuya,渋谷,シネマヴェーラ渋谷,theater,cinema,afternoon|evening,120,1000-2000,mid,"relaxing,entertaining",movie,first|second|deepen|all,indoor,TRUE,35.6592987,139.6952379,日本、〒150-0044 東京都渋谷区円山町１−５ KINOHAUS4F,http://www.cinemavera.com/,https://maps.google.com/?cid=4754306362475890608,独立系映画を中心に上映するシネマヴェーラ渋谷は、映画好きにはたまらないスポットです。,上映スケジュールを事前にチェックして、見たい映画を見逃さないようにしましょう。,unverified,2025-12-17,
shibuya,渋谷,香川一幅　art,museum,art,anytime,60,free,low,art,"art,photography",all,indoor,TRUE,35.6565658,139.7045199,日本、〒150-0002 東京都渋谷区渋谷３丁目１７−４ アクシーズ7号館ビル 1階,https://tabelog.com/tokyo/A1303/A130301/13308738/,https://maps.google.com/?cid=10887571464922162253,香川一幅は、現代アートを中心とした美術館で、さまざまなアート作品を楽しむことができます。,訪れる前に特別展の情報をチェックすると良いでしょう。,unverified,2025-12-17,
shibuya,渋谷,SHIBUYA109,shopping,fashion,anytime,120,$$,mid,"trendy,energetic",shop,all,indoor,TRUE,35.6595771,139.698728,日本、〒150-0043 東京都渋谷区道玄坂２丁目２９−１,https://www.shibuya109.jp/,https://maps.google.com/?cid=6170678451487891570,渋谷の象徴的なファッションビルで、最新のトレンドを楽しめる。,週末は混雑するので、平日の訪問をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,MIYASHITA PARK,park,urban park,anytime,120,free,low,"relaxing, casual","walk,nature,photography",all,outdoor,TRUE,35.661791,139.7018507,日本、〒150-0001 東京都渋谷区神宮前６丁目２０−１０,https://www.miyashita-park.tokyo/,https://maps.google.com/?cid=6053118120642992574,"MIYASHITA PARK is a vibrant urban park featuring green spaces, walking paths, and art installations.",Visit during the evening for a beautiful view of the park illuminated at night.,unverified,2025-12-17,
shibuya,渋谷,渋谷モディ,shopping,mall,anytime,120,$$,mid,"lively,modern",shop,all,indoor,TRUE,35.6614887,139.7005798,日本、〒150-0041 東京都渋谷区神南１丁目２１−３,https://www.0101.co.jp/721/,https://maps.google.com/?cid=2134233635458846641,渋谷の中心に位置するショッピングモールで、最新のファッションや雑貨が揃っています。,週末は混雑するので、平日の訪問をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,東急プラザ 渋谷,shopping,mall,anytime,120,$$,mid,"trendy,modern",shop,all,indoor,TRUE,35.6575904,139.7001518,日本、〒153-0043 東京都渋谷区道玄坂１丁目２−３ 渋谷フクラス 内,https://www.tokyu-plaza.com/shibuya/,https://maps.google.com/?cid=13644554308792354462,渋谷の中心に位置するショッピングモールで、最新のファッションや雑貨が揃っています。,屋上の展望台からの景色も楽しめるので、ぜひ訪れてみてください。,unverified,2025-12-17,
shibuya,渋谷,表参道ヒルズ,shopping,mall,anytime,120,$$,medium,"trendy,stylish",shop,all,indoor,TRUE,35.6672869,139.7086162,日本、〒150-0001 東京都渋谷区神宮前４丁目１２−１０,https://www.omotesandohills.com/,https://maps.google.com/?cid=11085515402136645797,おしゃれなショップやカフェが揃う、表参道の代表的なショッピングスポット。,週末は混雑するので、平日の訪問をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,MEGAドン・キホーテ 渋谷本店,shopping,discount_store,anytime,120,$,low,"casual,fun",shop,all,indoor,TRUE,35.6603873,139.6978172,日本、〒150-0042 東京都渋谷区宇田川町２８−６,https://www.donki.com/store/shop_detail.php?shop_id=442,https://maps.google.com/?cid=9124525651654476405,多彩な商品が揃う大型ディスカウントストア。,夜遅くまで営業しているので、遅い時間の買い物にも便利。,unverified,2025-12-17,
shibuya,渋谷,西武渋谷店,shopping,department_store,anytime,120,$$,mid,"casual,fun",shop,all,indoor,TRUE,35.660227,139.7003304,日本、〒150-8330 東京都渋谷区宇田川町２１−１,https://www.sogo-seibu.jp/shibuya?utm_source=gbp&utm_medium=referral&utm_campaign=ss_honbu_240801_gbp_website,https://maps.google.com/?cid=6704004965337346208,西武渋谷店は多彩な商品が揃う大型デパートで、ショッピングを楽しむことができます。,特にファッションフロアは充実しているので、最新のトレンドをチェックしてみてください。,unverified,2025-12-17,
shibuya,渋谷,渋谷区立宮下公園,park,,anytime,60,free,low,"relaxing,casual","walk,nature,photography",all,outdoor,TRUE,35.6617182,139.7016472,日本、〒150-0002 東京都渋谷区渋谷１丁目１６−２６ ホーム 5,https://www.seibu-la.co.jp/park/miyashita-park/,https://maps.google.com/?cid=3537919078633884512,渋谷区に位置する広々とした公園で、自然を楽しみながら散策できます。,周辺にはカフェやショップもあるので、散策の後に立ち寄るのもおすすめです。,unverified,2025-12-17,
shibuya,渋谷,Renge no Gotoku,cafe,tea_house,afternoon|evening,60,$,low,"relaxing,cozy","cafe,photography",first|second|all,indoor,TRUE,35.6564005,139.7010784,日本、〒150-0031 東京都渋谷区桜丘町１６−７,https://tabelog.com/tokyo/A1303/A130301/13236477/dtlmenu/,https://maps.google.com/?cid=18238751022167341934,静かな環境でお茶を楽しめるカフェ。,午後のひとときをゆっくり過ごすのに最適。,unverified,2025-12-17,
shibuya,渋谷,ワンガーデン　渋谷桜坂,park,scenic_spot,anytime,60,free,low,"relaxing,romantic","nature,photography,walk",first|second|deepen|all,outdoor,TRUE,35.6551621,139.7003862,日本、〒150-0031 東京都渋谷区桜丘町２０−１２ 1F,http://www.one-garden.jp/shibuya/,https://maps.google.com/?cid=9730209451764387096,渋谷の中心に位置する美しい公園で、桜の季節には特に人気があります。,訪れる際は、桜の開花時期をチェックすると良いでしょう。,unverified,2025-12-17,
shibuya,渋谷,北谷公園,park,,morning | afternoon | evening,120,free,low,"relaxing,nature","walk,nature,photography",first | second | deepen | all,outdoor,TRUE,35.6641053,139.6997837,日本、〒150-0041 東京都渋谷区神南１丁目７−３,https://shibuya-kitaya-park.tokyo/,https://maps.google.com/?cid=6202631216417919352,広々とした緑地と美しい景観が楽しめる公園。,ピクニックや散歩に最適。カメラを持参すると良い写真が撮れます。,unverified,2025-12-17,
shibuya,渋谷,代々木公園,park,,morning | afternoon,120,free,low,"relaxing,fun","walk,nature,photography",first | second | deepen | all,outdoor,TRUE,35.6700649,139.6949656,日本、〒151-0052 東京都渋谷区代々木神園町２−１,https://www.tokyo-park.or.jp/park/yoyogi/,https://maps.google.com/?cid=3800131593595043646,広大な緑地と美しい景観が楽しめる公園。,ピクニックや散歩に最適。週末はイベントが開催されることもある。,unverified,2025-12-17,
shibuya,渋谷,渋谷区立鍋島松濤公園,park,,morning | afternoon | evening,60,free,low,"relaxing,peaceful","walk,nature,photography",first | second | deepen | all,outdoor,TRUE,35.6597779,139.6911704,日本、〒150-0046 東京都渋谷区松濤２丁目１０−７,https://www.city.shibuya.tokyo.jp/shisetsu/koen/kuritsu-koen/park_nabesima.html,https://maps.google.com/?cid=6205107009919850667,静かな環境で自然を楽しめる公園。,散策やピクニックに最適です。,unverified,2025-12-17,
shibuya,渋谷,UESHIMA MUSEUM(植島美術館),museum,art,anytime,120,$,low,"artistic,calm","art,photography",all,indoor,TRUE,,,,,,植島美術館は、現代アートを中心に多様な作品を展示している美術館です。,静かな環境でアートを楽しむことができるので、ゆっくりと時間をかけて鑑賞してください。,unverified,2025-12-17,
shibuya,渋谷,渋谷区立松濤美術館,museum,art,anytime,120,free,low,"artistic,calm","art,photography",all,indoor,TRUE,35.6586207,139.6916654,日本、〒150-0046 東京都渋谷区松濤２丁目１４−１４,http://www.shoto-museum.jp/,https://maps.google.com/?cid=13122427293131002926,渋谷区立松濤美術館は、現代アートを中心に多彩な展覧会を楽しめる美術館です。,事前に展覧会のスケジュールを確認すると良いでしょう。,unverified,2025-12-17,
shibuya,渋谷,ワタリウム美術館,museum,art,anytime,120,1000-2000,mid,"art,relax","art,photography",all,indoor,TRUE,35.6707251,139.7133581,日本、〒150-0001 東京都渋谷区神宮前３丁目７−６ B1F,http://www.watarium.co.jp/,https://maps.google.com/?cid=13078670503696375109,現代アートを中心とした美術館で、様々な展覧会が開催されています。,特別展がある場合は事前にチェックしておくと良いでしょう。,unverified,2025-12-17,
shibuya,渋谷,白根記念渋谷区郷土博物館・文学館,museum,literature,anytime,60,free,low,"educational,calm","art,photography",all,indoor,TRUE,,,,,,白根記念渋谷区郷土博物館・文学館は、地域の歴史や文学に関する展示が楽しめる博物館です。,事前に展示内容を確認すると良いでしょう。,unverified,2025-12-17,
shibuya,渋谷,明治神宮ミュージアム,museum,,anytime,60,free,low,"calm,spiritual","art,photography",all,indoor,TRUE,,,,,,明治神宮の歴史や文化を学べるミュージアム。,静かな時間を楽しむために、平日の訪問をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,Fields 渋谷,cafe,coffee shop,anytime,60,$$,medium,"relaxing,cozy","cafe,walk","first,second,all",indoor,TRUE,35.6564569,139.7016045,日本、〒150-0031 東京都渋谷区桜丘町１５−１９ 第8東都ビル 2F,https://fields-shibuya.com/,https://maps.google.com/?cid=5130991221610614596,渋谷の中心に位置するおしゃれなカフェ。落ち着いた雰囲気で、友人との会話や読書に最適。,混雑する時間帯を避けると、より快適に過ごせます。,unverified,2025-12-17,
shibuya,渋谷,渋谷ディスカス,entertainment,arcade,anytime,120,$$,medium,"fun,exciting","sport,photography",all,indoor,TRUE,35.6649828,139.6999033,日本、〒150-0041 東京都渋谷区神南１丁目５−１４ 三船ビル 401,https://e-gokon.com/wp/,https://maps.google.com/?cid=15322476070121723869,渋谷の中心に位置するディスカスは、最新のアーケードゲームが楽しめるエンターテイメントスポットです。,混雑する時間帯を避けると、より快適に楽しめます。,unverified,2025-12-17,
shibuya,渋谷,ブラセリエ,restaurant,French,lunch|evening,120,$$,mid,romantic|casual,gourmet|cafe,first|second|deepen,indoor,TRUE,35.6595223,139.6943156,日本、〒150-0046 東京都渋谷区松濤１丁目２８−７ シャトレー松濤 B1F,http://brasserie-shoto.com/,https://maps.google.com/?cid=2447517552267426806,フランス料理を楽しめるおしゃれなレストラン。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,HUB渋谷店,bar,pub,evening|night,120,$$,medium,"lively,casual","gourmet,music",first|second|deepen|all,indoor,TRUE,35.6625156,139.6987557,日本、〒150-0042 東京都渋谷区宇田川町３−１０ いちごフィエスタ渋谷 Ｂ１Ｆ,https://www.pub-hub.com/index.php/shop/detail/2?utm_source=google&utm_medium=mybusiness&utm_term=profile,https://maps.google.com/?cid=10461110976479862721,渋谷の中心に位置する活気あるパブで、ビールやカクテルを楽しめます。,週末は混雑するので、予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,dining＆bar ESTADIO 渋谷店,bar,dining,evening,120,$$,medium,"relaxing,casual","gourmet,music",first|second|deepen|all,indoor,TRUE,35.662492,139.698613,日本、〒150-0042 東京都渋谷区宇田川町３−３−１０ B1F,https://tabelog.com/tokyo/A1303/A130301/13031643/,https://maps.google.com/?cid=5827891601321146144,渋谷の中心に位置するダイニングバーで、豊富なドリンクメニューと美味しい料理を楽しめます。,予約をするとスムーズに入店できます。,unverified,2025-12-17,
shibuya,渋谷,Lad's Sports Bar 渋谷宇田川町店,bar,sports_bar,evening|night,120,$$,medium,"casual,fun","sport,music",all,indoor,TRUE,35.6607595,139.6994537,日本、〒150-0042 東京都渋谷区宇田川町１７−１１７−１ 渋谷ブラザービル B1F,https://lin.ee/0CzvqO1,https://maps.google.com/?cid=9553820540436427376,スポーツ観戦を楽しめるカジュアルなバー。,大画面での試合観戦が人気。予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,ASOBIBAR 渋谷横丁前店,bar,izakaya,evening|night,120,$$,medium,"casual,fun","gourmet,music",first|second|deepen|all,indoor,TRUE,35.661447,139.7010494,日本、〒150-0041 東京都渋谷区神南１丁目２２−１０ 皆川ビル 4階,https://www.asobibar-shibuya.net/?utm_source=google&utm_medium=gMybusiness,https://maps.google.com/?cid=4779698954277300112,渋谷の中心で楽しむ多彩なドリンクとおつまみが魅力のバー。,混雑する時間帯を避けると、よりリラックスして楽しめます。,unverified,2025-12-17,
shibuya,渋谷,バーボンストリート,entertainment,bar,evening|night,120,$$,middle,"lively,fun","music,bar",first|second|deepen|all,both,TRUE,,,,,,バーボンストリートは、音楽と活気に満ちたバーエリアで、様々なライブ演奏が楽しめます。,週末は特に混雑するので、早めに訪れることをおすすめします。,unverified,2025-12-17,
shibuya,渋谷,shibuya gee-ge.,entertainment,live music,evening,120,$$,medium,"lively,fun","music,night",first|second|deepen|all,indoor,TRUE,35.6624663,139.6987448,日本、〒150-0042 東京都渋谷区宇田川町３−１０ 4階,http://gee-ge.net/,https://maps.google.com/?cid=3960942005584122642,渋谷のライブハウスで、様々なアーティストのパフォーマンスを楽しめる。,事前にスケジュールを確認して、好きなアーティストのライブを見逃さないように。,unverified,2025-12-17,
shibuya,渋谷,The Room,cafe,lounge,anytime,120,$,low,"relaxing,cozy","cafe,walk",first,indoor,TRUE,35.6564984,139.7015973,日本、〒150-0031 東京都渋谷区桜丘町15−１９ 第八東都ビル B1F,http://www.theroom.jp/,https://maps.google.com/?cid=3143882017882003806,落ち着いた雰囲気のカフェで、リラックスした時間を過ごせます。,窓際の席がおすすめです。,unverified,2025-12-17,
shibuya,渋谷,渋谷7th FLOOR,entertainment,live music venue,evening,120,$$,medium,"lively,fun","music,entertainment","second,all",indoor,TRUE,35.6584373,139.6953059,日本、〒150-0044 東京都渋谷区円山町２−３ O-WESTビル 7F,http://7th-floor.net/,https://maps.google.com/?cid=4564817996902284786,渋谷の中心に位置するライブハウスで、様々なジャンルの音楽イベントが楽しめます。,事前にスケジュールを確認して、好きなアーティストのライブを見逃さないようにしましょう。,unverified,2025-12-17,
shibuya,渋谷,TOKIO TOKYO,restaurant,sushi,lunch|evening,60,$$,medium,"casual,romantic",gourmet,first|second|deepen,indoor,TRUE,,,,,,新鮮な寿司を楽しめる人気のレストラン。,予約をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,WWW,theater,cinema,anytime,120,$$,medium,"relaxing,entertaining",movie,all,indoor,TRUE,35.6615357,139.6987369,日本、〒150-0042 東京都渋谷区宇田川町１３−１７ シネマライズビル B1F,http://www-shibuya.jp/,https://maps.google.com/?cid=5954718048723899033,シネマライズビル内にある映画館で、最新の映画を楽しむことができます。,事前にチケットをオンラインで購入するとスムーズです。,unverified,2025-12-17,
shibuya,渋谷,ちくちくCAFE,cafe,,morning|lunch|afternoon,60,$,low,"relaxing,cozy",cafe,first|second|all,indoor,TRUE,35.6599526,139.703746,"2f, １丁目-１３-5 渋谷 渋谷区 東京都 150-0002 日本",https://hedgehoghome.cafe/,https://maps.google.com/?cid=16525827082749138037,落ち着いた雰囲気のカフェで、手作りスイーツが楽しめます。,人気のスイーツは早めに売り切れることがあるので、早めの訪問をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,茶亭 羽當 渋谷,cafe,tea_house,afternoon|evening,60,$$,medium,"relaxing,cozy","cafe,gourmet",first|second|deepen,indoor,TRUE,35.6604614,139.7027761,日本、〒150-0002 東京都渋谷区渋谷１丁目１５−１９,https://www.instagram.com/hatou_coffee_shibuya/,https://maps.google.com/?cid=9376497034417561664,渋谷にある落ち着いた雰囲気の茶亭で、厳選された日本茶を楽しめます。,静かな時間を楽しむために、夕方の訪問をおすすめします。,unverified,2025-12-17,
shibuya,渋谷,YOLO渋谷宮益坂,cafe,,anytime,60,$$,middle,"relaxing,casual","cafe,walk",all,indoor,TRUE,35.6601855,139.7025775,日本、〒150-0002 東京都渋谷区渋谷１丁目１４−１５ 森ビル ７階,https://tabelog.com/tokyo/A1303/A130301/13309404/,https://maps.google.com/?cid=17356859920275275974,渋谷の中心に位置するカフェで、リラックスした雰囲気の中でコーヒーを楽しめます。,混雑する時間帯を避けると、より快適に過ごせます。,unverified,2025-12-17,
shibuya,渋谷,FREEMAN CAFE渋谷　メトロプラザ,cafe,,anytime,60,$$,medium,"relaxing,cozy","cafe,walk","first,second,deepen,all",indoor,TRUE,35.6615196,139.7025524,日本、〒150-0002 東京都渋谷区渋谷１丁目１６−１４ メトロプラザ ２階,https://www.create-restaurants.co.jp/shop/index.php?controller=FrontCrShop&action=shop_show&id=577&lang=ja,https://maps.google.com/?cid=10944851015635535476,渋谷の中心に位置する落ち着いたカフェで、コーヒーや軽食を楽しめます。,窓際の席からは人々の行き交う様子を眺めることができ、リラックスした時間を過ごせます。,unverified,2025-12-17,
shibuya,渋谷,ABOUT LIFE COFFEE BREWERS 渋谷一丁目店,cafe,specialty coffee,morning|afternoon,60,$$,medium,"relaxing,cozy","cafe,photography",first|second|all,indoor,TRUE,35.6614474,139.7030663,日本、〒150-0002 東京都渋谷区渋谷１丁目１７−１ all day place 1階,https://onibuscoffee.com/,https://maps.google.com/?cid=4664514905226144968,渋谷の隠れ家的カフェで、こだわりのコーヒーを楽しめます。,店内は落ち着いた雰囲気なので、ゆっくり過ごすのに最適です。,unverified,2025-12-17,
shibuya,渋谷,Cafe&Bar Beans Garage Coffee（ビーンズ ガレージ コーヒー),cafe,bar,anytime,60,$,low,"relaxing,cozy","cafe,music",first|second|deepen|all,both,TRUE,35.6538916,139.6999823,日本、〒150-0032 東京都渋谷区鶯谷町１７−９,https://tabelog.com/tokyo/A1303/A130301/13272788/,https://maps.google.com/?cid=4030872417127104803,カフェとバーが融合した居心地の良い空間で、コーヒーや軽食を楽しめます。,夜はバーとしても利用できるので、時間帯によって雰囲気が変わります。,unverified,2025-12-17,
shibuya,渋谷,WHITE GLASS COFFEE,cafe,coffee shop,morning|afternoon,60,$,low,"relaxing,cozy","cafe,photography",first|second|all,indoor,TRUE,35.6558766,139.6997681,日本、〒150-0031 東京都渋谷区桜丘町２３−１８ ビジョナリーアーツ 1F,https://whiteglasscoffee.com/,https://maps.google.com/?cid=14142161799271302264,おしゃれな雰囲気の中で、こだわりのコーヒーを楽しめるカフェ。,店内のインテリアがフォトジェニックなので、写真を撮るのをお忘れなく。,unverified,2025-12-17,
shibuya,渋谷,FUGLEN TOKYO,cafe,specialty_coffee,morning|afternoon,60,$$,medium,"relaxing,cozy","cafe,photography",first|second|all,indoor,TRUE,35.6666181,139.6923999,日本、〒151-0063 東京都渋谷区富ケ谷１丁目１６−１１,https://fuglencoffee.jp/,https://maps.google.com/?cid=17164645774726874279,FUGLEN TOKYOは、ノルウェーのカフェ文化を体験できるスペシャリティコーヒーショップです。,店内のインテリアやコーヒーの盛り付けが美しいので、写真を撮るのに最適です。,unverified,2025-12-17,
shibuya,渋谷,KOFFEE MAMEYA,cafe,specialty coffee,morning|afternoon,60,$,low,"relaxing,cozy","cafe,photography",first|second|all,indoor,TRUE,35.668368,139.710888,日本、〒150-0001 東京都渋谷区神宮前４丁目１５−３,http://koffee-mameya.com/,https://maps.google.com/?cid=5064916712424889855,KOFFEE MAMEYAは、厳選されたコーヒー豆を使用したスペシャリティコーヒーを楽しめるカフェです。,店内は落ち着いた雰囲気で、コーヒーの香りを楽しみながらリラックスできます。,unverified,2025-12-17,
shibuya,渋谷,喫茶店「テイテイ」,cafe,coffee shop,morning|lunch|afternoon,60,$,low,"relaxing,cozy","cafe,photography",first|second|all,indoor,TRUE,35.6604614,139.7027761,日本、〒150-0002 東京都渋谷区渋谷１丁目１５−１９,https://www.instagram.com/hatou_coffee_shibuya/,https://maps.google.com/?cid=9376497034417561664,落ち着いた雰囲気の喫茶店で、美味しいコーヒーを楽しめます。,窓際の席からの景色が素晴らしいので、カメラを持参すると良いでしょう。,unverified,2025-12-17,
shibuya,渋谷,SHARK COFFEE,cafe,coffee shop,morning|afternoon,60,$,low,"relaxing,cozy","cafe,photography",first|second|all,indoor,TRUE,35.663663,139.6987557,日本、〒150-0042 東京都渋谷区宇田川町２−１ 渋谷ホームズ 1F,https://instagram.com/sharkcoffee_shibuya?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=10910670588129279792,SHARK COFFEEは、リラックスできる雰囲気の中で美味しいコーヒーを楽しめるカフェです。,朝や午後のひとときに訪れると、静かな時間を過ごせます。,unverified,2025-12-17,
shibuya,渋谷,pignic cafe,cafe,,anytime,60,$,low,"relaxing,cozy",cafe,first|second|all,both,TRUE,35.6664311,139.6923938,日本、〒151-0063 東京都渋谷区富ケ谷１丁目１７−３ 3A TERRACE BLD 2F,https://cafe.pignic.jp/,https://maps.google.com/?cid=7409005418038675493,Pignic Cafeは、リラックスできる雰囲気のカフェで、美味しいコーヒーと軽食を楽しめます。,天気の良い日はテラス席がおすすめです。,unverified,2025-12-17,
shibuya,渋谷,名曲喫茶ライオン,cafe,music_cafe,afternoon|evening,120,$,low,"relaxing,nostalgic","cafe,music",first|second|deepen|all,indoor,TRUE,35.6592618,139.6963628,日本、〒150-0043 東京都渋谷区道玄坂２丁目１９−１３,http://lion.main.jp/,https://maps.google.com/?cid=294731998802308054,名曲喫茶ライオンは、クラシック音楽を楽しみながらコーヒーを味わえる落ち着いた雰囲気のカフェです。,静かな時間を楽しむために、平日の午後が特におすすめです。,unverified,2025-12-17,
shibuya,渋谷,Whitely（Cafe & Bar）渋谷,cafe,bar,evening|night,120,$$,medium,"relaxing,cozy","cafe,music",first|second|deepen|all,indoor,TRUE,35.6645894,139.6997538,日本、〒150-0041 東京都渋谷区神南１丁目６−１４ ジョルディビル 1F,http://mds-fund.com/cafe,https://maps.google.com/?cid=6043940905313866634,渋谷の隠れ家的カフェ＆バーで、リラックスした雰囲気の中で音楽を楽しめます。,夜の時間帯に訪れると、落ち着いた雰囲気で会話を楽しむことができます。,unverified,2025-12-17,
